E_on,E_off,E_dt,Vds_pk_off,ov_pct_off,E_sw,E_tot,Vds_pk,ov_pct,t_set,E_osc,Vgs_spur,Vgs_spur_hs,Vgs_spur_ls,margin,false_on,case,corner,NPU_LS,NPD_LS,NPD_HS,DT,CLKEN,VNEG
7.295466202518534e-06,7.064341813096915e-07,3.0554285777621396e-07,35.7942139,-64.2057861,8.001900383828225e-06,8.30744324160444e-06,134.545904,34.54590400000001,5.7519169999999955e-08,62.43650265851562,1.30168802,-1.2901456000000024,1.30168802,0.3783119799999999,0,VTH_hi,100V_10A_25C,1,2,8,5n,0,-2
6.000781005206395e-06,6.977183834998551e-07,9.576460515955345e-08,10.8247821,-89.1752179,6.6984993887062495e-06,6.794263993865803e-06,154.397818,54.397818,6.106305000000015e-08,77.23345452747692,1.04573975,0.38511479999999665,1.04573975,0.6342602499999999,0,VTH_hi,100V_10A_25C,1,2,8,5n,1,0
7.4785458458992125e-06,6.541840903638539e-07,3.295695939060399e-07,46.7465132,-53.2534868,8.132729936263066e-06,8.462299530169105e-06,131.536981,31.536980999999997,5.432500000000011e-08,59.767901341968084,-1.25793796,-1.712416000000001,-1.25793796,2.93793796,0,VTH_hi,100V_10A_25C,1,2,8,5n,1,-2
5.801608805760207e-06,1.043965416438409e-06,8.055762528891549e-07,114.822983,14.822982999999995,6.845574222198616e-06,7.65115047508777e-06,118.287102,18.287102000000004,4.3975000000000074e-08,64.90139843501368,1.15133786,0.9581143999999995,1.15133786,0.52866214,0,VTH_hi,100V_10A_25C,1,2,8,10n,0,0
7.2571166664831955e-06,7.004366000522396e-07,8.345988912417865e-07,118.564287,18.564286999999993,7.957553266535435e-06,8.792152157777222e-06,118.564287,18.564286999999993,4.7825000000000046e-08,57.50358563989751,-1.3002939999999938,-1.3002939999999938,-1.63471578,2.9802939999999936,0,VTH_hi,100V_10A_25C,1,2,8,10n,0,-2
5.949526630222737e-06,6.330962543490131e-07,7.27500590504982e-07,123.97453,23.97453,6.5826228845717505e-06,7.310123475076732e-06,123.97453,23.97453,4.527499999999996e-08,61.46881778915598,0.35406400000000815,0.35406400000000815,0.1531291,1.3259359999999918,0,VTH_hi,100V_10A_25C,1,2,8,10n,1,0
7.4661077967595974e-06,6.501381447261023e-07,8.274555030412572e-07,123.402144,23.402144000000007,8.1162459414857e-06,8.943701444526956e-06,123.402144,23.402144000000007,4.791257000000007e-08,57.74495858280733,-1.7126991999999994,-1.7126991999999994,-1.83299562,3.392699199999999,0,VTH_hi,100V_10A_25C,1,2,8,10n,1,-2
5.8254591677645025e-06,1.045630545303019e-06,7.793133604284869e-07,118.521782,18.521782,6.871089713067522e-06,7.650403073496009e-06,118.521782,18.521782,4.377500000000006e-08,66.17228986366126,0.9569414000000052,0.9569414000000052,0.280861926,0.7230585999999948,0,VTH_hi,100V_10A_25C,1,2,8,15n,0,0
7.250536022984278e-06,7.017612384781024e-07,8.105110741735009e-07,119.649707,19.649707000000006,7.95229726146238e-06,8.76280833563588e-06,119.649707,19.649707000000006,3.450526000000007e-08,57.8745100320044,-1.2998067000000049,-1.2998067000000049,-1.80547725,2.9798067000000046,0,VTH_hi,100V_10A_25C,1,2,8,15n,0,-2
6.0213284787086265e-06,6.337804970239285e-07,7.258554965258597e-07,123.97453,23.97453,6.655108975732555e-06,7.3809644722584145e-06,123.97453,23.97453,4.542500000000008e-08,62.42827060196429,0.3884953999999965,0.3884953999999965,0.0994399099,1.2915046000000034,0,VTH_hi,100V_10A_25C,1,2,8,15n,1,0
